AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2018-19,18,6.7,6.4,6.2,6.2,97,"3,224",0,"3,321","53,987",> 100%
National,,All,2018-19,19,6.6,6.2,6.2,6.2,68,"3,230",0,"3,298","53,478",> 100%
National,,All,2018-19,20,6.4,6.1,6,6,50,"3,159",0,"3,209","53,578",> 100%
National,,All,2018-19,21,6.3,6,5.9,5.9,30,"3,150",0,"3,180","53,695",> 100%
National,,All,2018-19,22,6.2,5.9,6,6,29,"3,119",0,"3,148","52,727",> 100%
National,,All,2018-19,23,6.1,5.8,5.8,5.8,21,"3,048",0,"3,069","53,141",> 100%
National,,All,2018-19,24,6,5.7,5.6,5.6,16,"2,936",0,"2,952","52,647",> 100%
National,,All,2018-19,25,5.9,5.6,5.7,5.7,13,"2,955",0,"2,968","52,292",> 100%
National,,All,2018-19,26,5.8,5.5,5.6,5.6,15,"2,900",0,"2,915","52,209",> 100%
National,,All,2018-19,27,5.7,5.4,5.5,5.5,13,"2,864",0,"2,877","52,344",> 100%
National,,All,2018-19,28,5.7,5.3,5.4,5.4,11,"2,771",0,"2,782","51,931",> 100%
National,,All,2018-19,29,5.6,5.3,5.2,5.2,5,"2,681",0,"2,686","51,649",> 100%
National,,All,2018-19,30,5.5,5.2,5.4,5.4,8,"2,763",0,"2,771","51,662",> 100%
National,,All,2018-19,31,5.5,5.2,5.3,5.3,6,"2,737",0,"2,743","51,410",> 100%
National,,All,2018-19,32,5.5,5.1,5.1,5.1,7,"2,647",0,"2,654","51,747",> 100%
National,,All,2018-19,33,5.4,5.1,5.1,5.1,8,"2,606",0,"2,614","51,023",> 100%
National,,All,2018-19,34,5.4,5.1,5.1,5.1,6,"2,602",0,"2,608","51,022",> 100%
National,,All,2018-19,35,5.4,5.1,5.1,5.1,13,"2,618",0,"2,631","51,162",> 100%
National,,All,2018-19,36,5.5,5.2,5,5,12,"2,585",0,"2,597","51,836",> 100%
National,,All,2018-19,37,5.5,5.2,4.9,4.9,16,"2,515",0,"2,531","51,633",> 100%
National,,All,2018-19,38,5.5,5.2,5.3,5.3,14,"2,711",0,"2,725","51,758",> 100%
National,,All,2018-19,39,5.6,5.3,5.3,5.3,16,"2,782",0,"2,798","52,758",> 100%
National,,All,2017-18,40,6,5.7,5.8,5.8,16,"3,022",0,"3,038","52,110",> 100%
National,,All,2017-18,41,6.1,5.8,5.9,5.9,18,"3,001",0,"3,019","51,578",> 100%
National,,All,2017-18,42,6.2,5.9,6.1,6.1,28,"3,156",0,"3,184","52,228",> 100%
National,,All,2017-18,43,6.3,6,6.3,6.3,23,"3,279",0,"3,302","52,548",> 100%
National,,All,2017-18,44,6.4,6.1,6.1,6.1,36,"3,215",0,"3,251","53,679",> 100%
National,,All,2017-18,45,6.5,6.2,6.1,6.1,45,"3,180",0,"3,225","53,258",> 100%
National,,All,2017-18,46,6.6,6.3,6.3,6.3,50,"3,315",0,"3,365","53,771",> 100%
National,,All,2017-18,47,6.7,6.4,6,6,48,"3,202",0,"3,250","54,120",> 100%
National,,All,2017-18,48,6.8,6.5,6.5,6.5,83,"3,493",0,"3,576","54,760",> 100%
National,,All,2017-18,49,6.9,6.6,6.6,6.6,118,"3,528",0,"3,646","55,595",> 100%
National,,All,2017-18,50,7,6.7,6.8,6.8,165,"3,759",0,"3,924","57,370",> 100%
National,,All,2017-18,51,7.1,6.8,7.3,7.3,359,"3,987",0,"4,346","59,505",> 100%
National,,All,2017-18,52,7.2,6.9,8.3,8.3,671,"4,418",0,"5,089","61,090",> 100%
National,,All,2017-18,1,7.3,7,9.6,9.6,"1,165","5,156",0,"6,321","66,134",> 100%
National,,All,2017-18,2,7.4,7,10.5,10.5,"1,536","5,583",0,"7,119","67,495",> 100%
National,,All,2017-18,3,7.4,7.1,10.9,10.9,"1,626","5,412",0,"7,038","64,646",> 100%
National,,All,2017-18,4,7.5,7.2,10.6,10.6,"1,448","5,187",0,"6,635","62,780",> 100%
National,,All,2017-18,5,7.5,7.2,10.2,10.2,"1,360","4,877",0,"6,237","60,974",> 100%
National,,All,2017-18,6,7.5,7.2,9.7,9.7,"1,243","4,689",0,"5,932","61,110",> 100%
National,,All,2017-18,7,7.5,7.2,9.7,9.7,"1,179","4,599",0,"5,778","59,779",> 100%
National,,All,2017-18,8,7.5,7.2,9.2,9.2,892,"4,426",0,"5,318","57,793",> 100%
National,,All,2017-18,9,7.5,7.2,8.4,8.4,738,"4,044",0,"4,782","56,692",> 100%
National,,All,2017-18,10,7.5,7.2,8,8,507,"4,061",0,"4,568","57,093",> 100%
National,,All,2017-18,11,7.4,7.1,7.6,7.6,444,"3,853",0,"4,297","56,326",> 100%
National,,All,2017-18,12,7.4,7.1,7.4,7.4,345,"3,793",0,"4,138","55,766",> 100%
National,,All,2017-18,13,7.3,7,7.4,7.4,284,"3,779",0,"4,063","54,918",> 100%
National,,All,2017-18,14,7.2,6.9,7.2,7.2,300,"3,698",0,"3,998","55,294",> 100%
National,,All,2017-18,15,7.2,6.8,6.9,6.9,214,"3,590",0,"3,804","55,228",> 100%
National,,All,2017-18,16,7.1,6.7,6.6,6.6,153,"3,430",0,"3,583","54,038",> 100%
National,,All,2017-18,17,6.9,6.6,6.5,6.5,119,"3,394",0,"3,513","53,727",> 100%
National,,All,2017-18,18,6.8,6.5,6.1,6.1,106,"3,198",0,"3,304","53,741",> 100%
National,,All,2017-18,19,6.7,6.4,5.9,5.9,53,"3,032",0,"3,085","52,105",> 100%
National,,All,2017-18,20,6.6,6.3,5.9,5.9,43,"2,955",0,"2,998","50,618",> 100%
National,,All,2017-18,21,6.5,6.2,5.8,5.8,26,"2,951",0,"2,977","50,929",> 100%
National,,All,2017-18,22,6.4,6.1,5.7,5.7,26,"2,905",0,"2,931","51,045",> 100%
National,,All,2017-18,23,6.3,5.9,5.6,5.6,14,"2,908",0,"2,922","52,001",> 100%
National,,All,2017-18,24,6.2,5.8,5.7,5.7,14,"2,935",0,"2,949","51,387",> 100%
National,,All,2017-18,25,6,5.7,5.6,5.6,7,"2,865",0,"2,872","51,044",> 100%
National,,All,2017-18,26,6,5.6,5.7,5.7,9,"2,868",0,"2,877","50,855",> 100%
National,,All,2017-18,27,5.9,5.5,5.4,5.4,10,"2,769",0,"2,779","51,684",> 100%
National,,All,2017-18,28,5.8,5.5,5.4,5.4,5,"2,781",0,"2,786","51,191",> 100%
National,,All,2017-18,29,5.7,5.4,5.4,5.4,8,"2,706",0,"2,714","50,609",> 100%
National,,All,2017-18,30,5.7,5.3,5.4,5.4,12,"2,700",0,"2,712","50,274",> 100%
National,,All,2017-18,31,5.6,5.3,5.3,5.3,4,"2,661",0,"2,665","50,637",> 100%
National,,All,2017-18,32,5.6,5.3,5.3,5.3,10,"2,673",0,"2,683","50,967",> 100%
National,,All,2017-18,33,5.6,5.2,5.2,5.2,5,"2,616",0,"2,621","50,301",> 100%
National,,All,2017-18,34,5.6,5.2,5.4,5.4,10,"2,713",0,"2,723","50,459",> 100%
National,,All,2017-18,35,5.6,5.2,5.2,5.2,6,"2,630",0,"2,636","50,611",> 100%
National,,All,2017-18,36,5.6,5.3,5.5,5.5,6,"2,749",0,"2,755","50,299",> 100%
National,,All,2017-18,37,5.6,5.3,5.4,5.4,8,"2,761",0,"2,769","51,083",> 100%
National,,All,2017-18,38,5.7,5.4,5.5,5.5,11,"2,819",0,"2,830","51,583",> 100%
National,,All,2017-18,39,5.7,5.4,5.5,5.5,14,"2,814",0,"2,828","50,959",> 100%
National,,All,2016-17,40,6.2,5.9,5.9,5.9,18,"3,026",0,"3,044","51,411",> 100%
National,,All,2016-17,41,6.3,6,6.1,6.1,11,"3,194",0,"3,205","52,143",> 100%
National,,All,2016-17,42,6.4,6.1,6.2,6.2,7,"3,178",0,"3,185","51,460",> 100%
National,,All,2016-17,43,6.5,6.2,6.1,6.1,17,"3,130",0,"3,147","51,876",> 100%
National,,All,2016-17,44,6.6,6.3,6,6,16,"3,100",0,"3,116","51,767",> 100%
National,,All,2016-17,45,6.7,6.4,6.1,6.1,19,"3,208",0,"3,227","52,542",> 100%
National,,All,2016-17,46,6.8,6.5,6,6,7,"3,193",0,"3,200","53,464",> 100%
National,,All,2016-17,47,7,6.6,6.2,6.2,22,"3,258",0,"3,280","53,169",> 100%
National,,All,2016-17,48,7.1,6.7,6.5,6.5,34,"3,516",0,"3,550","54,607",> 100%
National,,All,2016-17,49,7.2,6.8,6.6,6.6,33,"3,618",0,"3,651","55,169",> 100%
National,,All,2016-17,50,7.3,7,6.8,6.8,46,"3,782",0,"3,828","56,020",> 100%
National,,All,2016-17,51,7.4,7.1,6.8,6.8,92,"3,739",0,"3,831","56,754",> 100%
National,,All,2016-17,52,7.5,7.1,7.4,7.4,157,"4,108",0,"4,265","57,655",> 100%
National,,All,2016-17,1,7.6,7.2,8.1,8.1,289,"4,558",0,"4,847","59,763",> 100%
National,,All,2016-17,2,7.6,7.3,8,8,368,"4,505",0,"4,873","60,980",> 100%
National,,All,2016-17,3,7.7,7.4,8.4,8.4,373,"4,621",0,"4,994","59,293",> 100%
National,,All,2016-17,4,7.8,7.4,8.3,8.3,367,"4,427",0,"4,794","58,047",> 100%
National,,All,2016-17,5,7.8,7.5,8.2,8.2,351,"4,452",0,"4,803","58,432",> 100%
National,,All,2016-17,6,7.8,7.5,8.2,8.2,419,"4,448",0,"4,867","59,038",> 100%
National,,All,2016-17,7,7.8,7.5,8.5,8.5,545,"4,419",0,"4,964","58,479",> 100%
National,,All,2016-17,8,7.8,7.5,8.5,8.5,605,"4,369",0,"4,974","58,288",> 100%
National,,All,2016-17,9,7.8,7.5,8.4,8.4,534,"4,260",0,"4,794","57,256",> 100%
National,,All,2016-17,10,7.8,7.4,8.2,8.2,472,"4,223",0,"4,695","57,477",> 100%
National,,All,2016-17,11,7.7,7.4,7.9,7.9,376,"4,100",0,"4,476","56,656",> 100%
National,,All,2016-17,12,7.6,7.3,7.7,7.7,319,"4,091",0,"4,410","57,045",> 100%
National,,All,2016-17,13,7.6,7.2,7.6,7.6,333,"3,887",0,"4,220","55,703",> 100%
National,,All,2016-17,14,7.5,7.2,7.4,7.4,266,"3,821",0,"4,087","55,159",> 100%
National,,All,2016-17,15,7.4,7.1,7.3,7.3,208,"3,776",0,"3,984","54,861",> 100%
National,,All,2016-17,16,7.3,7,6.9,6.9,162,"3,489",0,"3,651","53,070",> 100%
National,,All,2016-17,17,7.2,6.9,6.7,6.7,90,"3,458",0,"3,548","53,295",> 100%
National,,All,2016-17,18,7.1,6.7,6.4,6.4,63,"3,308",0,"3,371","52,657",> 100%
National,,All,2016-17,19,7,6.6,6.3,6.3,50,"3,216",0,"3,266","51,985",> 100%
National,,All,2016-17,20,6.8,6.5,6.2,6.2,53,"3,201",0,"3,254","52,480",> 100%
National,,All,2016-17,21,6.7,6.4,6.1,6.1,24,"3,091",0,"3,115","50,972",> 100%
National,,All,2016-17,22,6.6,6.3,5.9,5.9,23,"3,019",0,"3,042","51,256",> 100%
National,,All,2016-17,23,6.5,6.1,6.1,6.1,17,"3,127",0,"3,144","51,418",> 100%
National,,All,2016-17,24,6.4,6,6.1,6.1,19,"3,069",0,"3,088","50,797",> 100%
National,,All,2016-17,25,6.3,5.9,5.9,5.9,15,"2,982",0,"2,997","51,195",> 100%
National,,All,2016-17,26,6.2,5.8,5.9,5.9,10,"2,954",0,"2,964","50,617",> 100%
National,,All,2016-17,27,6.1,5.7,5.6,5.6,18,"2,824",0,"2,842","50,959",> 100%
National,,All,2016-17,28,6,5.7,6.1,6.1,4,"3,047",0,"3,051","49,973",> 100%
National,,All,2016-17,29,5.9,5.6,5.5,5.5,10,"2,755",0,"2,765","50,127",> 100%
National,,All,2016-17,30,5.9,5.5,5.8,5.8,3,"2,853",0,"2,856","49,362",> 100%
National,,All,2016-17,31,5.8,5.5,5.4,5.4,4,"2,695",0,"2,699","50,087",> 100%
National,,All,2016-17,32,5.8,5.4,5.4,5.4,6,"2,723",0,"2,729","50,237",> 100%
National,,All,2016-17,33,5.8,5.4,5.4,5.4,11,"2,689",0,"2,700","50,185",> 100%
National,,All,2016-17,34,5.8,5.4,5.6,5.6,7,"2,756",0,"2,763","49,517",> 100%
National,,All,2016-17,35,5.8,5.4,5.4,5.4,7,"2,716",0,"2,723","50,832",> 100%
National,,All,2016-17,36,5.8,5.5,5.6,5.6,12,"2,825",0,"2,837","50,981",> 100%
National,,All,2016-17,37,5.8,5.5,5.9,5.9,7,"3,021",0,"3,028","51,694",> 100%
National,,All,2016-17,38,5.9,5.6,5.8,5.8,16,"2,935",0,"2,951","51,230",> 100%
National,,All,2016-17,39,5.9,5.6,5.7,5.7,19,"2,888",0,"2,907","51,343",> 100%
National,,All,2015-16,40,6.5,6.1,6.3,6.3,14,"3,207",0,"3,221","51,096",> 100%
National,,All,2015-16,41,6.6,6.2,6.3,6.3,7,"3,145",0,"3,152","50,038",> 100%
National,,All,2015-16,42,6.7,6.3,6.4,6.4,16,"3,227",0,"3,243","50,925",> 100%
National,,All,2015-16,43,6.8,6.4,6.3,6.3,17,"3,171",0,"3,188","50,483",> 100%
National,,All,2015-16,44,6.9,6.5,6.6,6.6,20,"3,355",0,"3,375","51,176",> 100%
National,,All,2015-16,45,7,6.7,6.4,6.4,14,"3,228",0,"3,242","50,750",> 100%
National,,All,2015-16,46,7.1,6.8,6.5,6.5,13,"3,358",0,"3,371","51,812",> 100%
National,,All,2015-16,47,7.3,6.9,6.5,6.5,14,"3,337",0,"3,351","51,492",> 100%
National,,All,2015-16,48,7.4,7,6.7,6.7,22,"3,461",0,"3,483","52,067",> 100%
National,,All,2015-16,49,7.5,7.1,6.6,6.6,20,"3,537",0,"3,557","53,752",> 100%
National,,All,2015-16,50,7.6,7.2,6.7,6.7,26,"3,482",0,"3,508","52,268",> 100%
National,,All,2015-16,51,7.7,7.3,6.7,6.7,15,"3,535",0,"3,550","53,213",> 100%
National,,All,2015-16,52,7.8,7.4,7.5,7.5,31,"3,925",0,"3,956","52,613",> 100%
National,,All,2015-16,1,7.9,7.5,7.7,7.7,32,"4,246",0,"4,278","55,863",> 100%
National,,All,2015-16,2,7.9,7.6,7.8,7.8,30,"4,284",0,"4,314","55,594",> 100%
National,,All,2015-16,3,8,7.7,7.4,7.4,36,"4,048",0,"4,084","55,226",> 100%
National,,All,2015-16,4,8.1,7.7,7.5,7.5,50,"4,116",0,"4,166","55,664",> 100%
National,,All,2015-16,5,8.1,7.7,7.5,7.5,61,"4,086",0,"4,147","55,138",> 100%
National,,All,2015-16,6,8.1,7.8,7.4,7.4,93,"3,991",0,"4,084","55,460",> 100%
National,,All,2015-16,7,8.1,7.8,7.5,7.5,149,"4,051",0,"4,200","56,170",> 100%
National,,All,2015-16,8,8.1,7.7,8,8,187,"4,232",0,"4,419","55,201",> 100%
National,,All,2015-16,9,8.1,7.7,8.1,8.1,257,"4,253",0,"4,510","55,929",> 100%
National,,All,2015-16,10,8,7.7,8.2,8.2,295,"4,288",0,"4,583","56,228",> 100%
National,,All,2015-16,11,8,7.6,8.3,8.3,351,"4,154",0,"4,505","54,583",> 100%
National,,All,2015-16,12,7.9,7.6,8.2,8.2,295,"4,194",0,"4,489","54,811",> 100%
National,,All,2015-16,13,7.8,7.5,7.7,7.7,282,"3,896",0,"4,178","53,942",> 100%
National,,All,2015-16,14,7.7,7.4,7.8,7.8,250,"3,945",0,"4,195","54,071",> 100%
National,,All,2015-16,15,7.6,7.3,7.6,7.6,196,"3,891",0,"4,087","53,494",> 100%
National,,All,2015-16,16,7.5,7.2,7.2,7.2,148,"3,684",0,"3,832","53,162",> 100%
National,,All,2015-16,17,7.4,7.1,6.9,6.9,127,"3,402",0,"3,529","51,080",> 100%
National,,All,2015-16,18,7.3,6.9,6.8,6.8,91,"3,403",0,"3,494","51,282",> 100%
National,,All,2015-16,19,7.2,6.8,6.5,6.5,74,"3,240",0,"3,314","51,005",> 100%
National,,All,2015-16,20,7,6.7,6.6,6.6,34,"3,290",0,"3,324","50,470",> 100%
National,,All,2015-16,21,6.9,6.6,6.4,6.4,30,"3,199",0,"3,229","50,491",> 100%
National,,All,2015-16,22,6.8,6.4,6.1,6.1,17,"3,025",0,"3,042","49,712",> 100%
National,,All,2015-16,23,6.7,6.3,6.4,6.4,17,"3,175",0,"3,192","49,917",> 100%
National,,All,2015-16,24,6.5,6.2,5.9,5.9,18,"2,920",0,"2,938","49,913",> 100%
National,,All,2015-16,25,6.4,6.1,5.8,5.8,12,"2,876",0,"2,888","49,623",> 100%
National,,All,2015-16,26,6.3,6,5.9,5.9,10,"2,915",0,"2,925","49,753",> 100%
National,,All,2015-16,27,6.2,5.9,5.9,5.9,10,"2,914",0,"2,924","49,702",> 100%
National,,All,2015-16,28,6.2,5.8,5.9,5.9,6,"2,926",0,"2,932","49,637",> 100%
National,,All,2015-16,29,6.1,5.7,5.6,5.6,5,"2,768",0,"2,773","49,281",> 100%
National,,All,2015-16,30,6,5.7,5.7,5.7,5,"2,804",0,"2,809","49,699",> 100%
National,,All,2015-16,31,6,5.6,5.8,5.8,2,"2,846",0,"2,848","49,510",> 100%
National,,All,2015-16,32,6,5.6,5.7,5.7,2,"2,827",0,"2,829","49,743",> 100%
National,,All,2015-16,33,5.9,5.6,5.8,5.8,5,"2,867",0,"2,872","49,812",> 100%
National,,All,2015-16,34,5.9,5.6,5.7,5.7,6,"2,827",0,"2,833","49,516",> 100%
National,,All,2015-16,35,6,5.6,5.8,5.8,5,"2,869",0,"2,874","49,585",> 100%
National,,All,2015-16,36,6,5.6,5.8,5.8,5,"2,881",0,"2,886","50,084",> 100%
National,,All,2015-16,37,6,5.7,6.2,6.2,8,"3,093",0,"3,101","49,924",> 100%
National,,All,2015-16,38,6.1,5.7,6.1,6.1,9,"3,017",0,"3,026","49,889",> 100%
National,,All,2015-16,39,6.1,5.8,6,6,11,"2,986",0,"2,997","50,265",> 100%
National,,All,2014-15,53,8.2,7.8,10.5,10.5,482,"2,290",0,"2,772","26,477",55.6%
National,,All,2014-15,1,8.3,7.9,10.8,10.8,"1,100","5,575",0,"6,675","61,762",> 100%
National,,All,2014-15,2,8.4,8,10.7,10.7,983,"5,589",0,"6,572","61,163",> 100%
National,,All,2014-15,3,8.5,8.1,10.1,10.1,711,"5,184",0,"5,895","58,646",> 100%
National,,All,2014-15,4,8.5,8.1,9.5,9.5,586,"4,857",0,"5,443","57,295",> 100%
National,,All,2014-15,5,8.5,8.1,9.1,9.1,484,"4,740",0,"5,224","57,363",> 100%
National,,All,2014-15,6,8.6,8.2,8.8,8.8,405,"4,584",0,"4,989","56,661",> 100%
National,,All,2014-15,7,8.6,8.2,8.4,8.4,285,"4,502",0,"4,787","56,670",> 100%
National,,All,2014-15,8,8.6,8.1,8.5,8.5,221,"4,559",0,"4,780","56,333",> 100%
National,,All,2014-15,9,8.5,8.1,8.4,8.4,191,"4,545",0,"4,736","56,506",> 100%
National,,All,2014-15,10,8.4,8,8.3,8.3,159,"4,447",0,"4,606","55,739",> 100%
National,,All,2014-15,11,8.3,8,8,8,139,"4,196",0,"4,335","54,455",> 100%
National,,All,2014-15,12,8.2,7.9,7.5,7.5,121,"3,901",0,"4,022","53,400",> 100%
National,,All,2014-15,13,8.2,7.8,7.4,7.4,99,"3,844",0,"3,943","53,206",> 100%
National,,All,2014-15,14,8.1,7.7,7.5,7.5,100,"3,838",0,"3,938","52,836",> 100%
National,,All,2014-15,15,8,7.6,7.6,7.6,75,"3,925",0,"4,000","52,879",> 100%
National,,All,2014-15,16,7.8,7.5,7.5,7.5,63,"3,808",0,"3,871","51,623",> 100%
National,,All,2014-15,17,7.7,7.3,7.2,7.2,50,"3,653",0,"3,703","51,486",> 100%
National,,All,2014-15,18,7.6,7.2,6.9,6.9,28,"3,550",0,"3,578","51,690",> 100%
National,,All,2014-15,19,7.5,7.1,6.9,6.9,22,"3,474",0,"3,496","50,713",> 100%
National,,All,2014-15,20,7.3,7,6.6,6.6,14,"3,240",0,"3,254","49,395",> 100%
National,,All,2014-15,21,7.2,6.8,6.8,6.8,18,"3,373",0,"3,391","49,845",> 100%
National,,All,2014-15,22,7.1,6.7,6.5,6.5,10,"3,198",0,"3,208","49,260",> 100%
National,,All,2014-15,23,6.9,6.6,6.5,6.5,11,"3,215",0,"3,226","49,812",> 100%
National,,All,2014-15,24,6.8,6.4,6.4,6.4,6,"3,150",0,"3,156","49,113",> 100%
National,,All,2014-15,25,6.7,6.3,6.5,6.5,4,"3,198",0,"3,202","49,069",> 100%
National,,All,2014-15,26,6.6,6.2,6.3,6.3,6,"3,112",0,"3,118","49,246",> 100%
National,,All,2014-15,27,6.5,6.1,6.3,6.3,7,"3,082",0,"3,089","48,949",> 100%
National,,All,2014-15,28,6.4,6,6.2,6.2,7,"3,033",0,"3,040","49,264",> 100%
National,,All,2014-15,29,6.3,6,6.2,6.2,3,"3,011",0,"3,014","48,660",> 100%
National,,All,2014-15,30,6.3,5.9,6,6,4,"2,920",0,"2,924","48,712",> 100%
National,,All,2014-15,31,6.2,5.9,6.1,6.1,4,"2,947",0,"2,951","48,319",> 100%
National,,All,2014-15,32,6.2,5.8,5.9,5.9,8,"2,843",0,"2,851","48,188",> 100%
National,,All,2014-15,33,6.2,5.8,6.1,6.1,6,"2,935",0,"2,941","48,464",> 100%
National,,All,2014-15,34,6.2,5.8,6,6,5,"2,906",0,"2,911","48,518",> 100%
National,,All,2014-15,35,6.2,5.8,6,6,3,"2,940",0,"2,943","48,753",> 100%
National,,All,2014-15,36,6.2,5.9,6,6,3,"2,950",0,"2,953","48,820",> 100%
National,,All,2014-15,37,6.3,5.9,6.2,6.2,6,"3,013",0,"3,019","48,970",> 100%
National,,All,2014-15,38,6.3,6,6.2,6.2,8,"3,052",0,"3,060","49,306",> 100%
National,,All,2014-15,39,6.4,6,6.3,6.3,6,"3,060",0,"3,066","48,888",> 100%
